更新日期,验证复现,集成开发,集成路径,POC名称,exp/poc文件名称,文件路径,语言,影响品牌,设备类型,设备型号,漏洞名称,CVE编号,发布时间,验证日期,漏洞地址,漏洞类型,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,管理软件,Cisco IOS 11.x/12.0,Cisco IOS 11.x/12.0 - ICMP Redirect Denial of Service,CVE-2002-2315,2002/5/21,2020/3/11,https://www.exploit-db.com/exploits/21465,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/TV/cisco/CVE-2002-0886.pl,,CVE-2002-0886.pl,exp/management/Cisco/CVE-2002-0886.pl,Perl,Cisco,管理软件,Cisco CBOS 2.x,Cisco CBOS 2.x - Broadband Operating System TCP/IP Stack Denial of Service,CVE-2002-0886,2002/5/23,2020/3/12,https://www.exploit-db.com/exploits/21472,Dos,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/telindus/CVE-2002-0949.c,,CVE-2002-0949.c,exp/routers/Telindus/CVE-2002-0949.c,C,Telindus,路由设备,Telindus 1100 Series Router,Telindus 1100 Series Router - Administration Password Leak,CVE-2002-0949,2002/6/5,2020/3/12,https://www.exploit-db.com/exploits/21513,Remote,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,ZYXEL,路由设备,ZYXEL Prestige 642R Router,ZYXEL Prestige 642R Router - Malformed Packet Denial of Service,CVE-2002-1071,2002/7/17,2020/3/12,https://www.exploit-db.com/exploits/21561,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,ZYXEL,路由设备,ZYXEL Prestige 642R Router,ZYXEL Prestige 642R Router - Malformed IP Packet Denial of Service,CVE-2002-1072,2002/7/24,2020/3/12,https://www.exploit-db.com/exploits/21637,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,交换机,Cisco IOS 11.x ,Cisco IOS 11.x - TFTP Server Long File Name Buffer Overflow,CVE-2002-0813,2002/7/26,2020/3/12,https://www.exploit-db.com/exploits/21655,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,HP,交换机,HP ProCurve Switch 4000M,HP ProCurve Switch 4000M - SNMP Write Denial of Service,CVE-2002-1426,2002/7/27,2020/3/12,https://www.exploit-db.com/exploits/21657,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Lucent ,路由设备,Lucent Access Point 300/600/1500 IP Services Router,Lucent Access Point 300/600/1500 IP Services Router - Long HTTP Request Denial of Service,CVE-2002-2149,2002/7/27,2020/3/12,https://www.exploit-db.com/exploits/21656,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,C,Cisco,路由设备,Cisco 2600 /12008,Cisco - Password Bruteforcer,————————,2001/1/19,2020/3/13,https://www.exploit-db.com/exploits/254,Remote,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,Shellcode,PLC
2020/4/3,————,V,routersploit/routersploit/modules/exploits/switch/cisco/mp.pl,,mp.pl,exp/routers/Cisco/mp.pl,Perl,Cisco,路由设备,（多产品）Cisco Catalyst/Cisco 675 Web /Cisco Catalyst 3500 XL/Cisco IOS ,Cisco (Multiple Products) - Automated Tool,————————,2001/1/27,2020/3/13,https://www.exploit-db.com/exploits/262,Dos,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bash shell,Webapps,防火墙
2020/3/15,×,,,,,,C,Marconi,交换机,Marconi ASX-1000,Marconi ASX-1000 - Administration Denial of Service,CVE-2001-0270,2001/2/19,2020/3/12,https://www.exploit-db.com/exploits/20644,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,网关设备
2020/4/3,————,V,routersploit/routersploit/modules/exploits/switch/APC/CVE-2001-0564.pl,,CVE-2001-0564.pl,exp/management/APC/CVE-2001-0564.pl,Perl,APC,管理软件,APC WEB/SNMP Management Card (9606) Firmware 3.0,APC WEB/SNMP Management Card (9606) Firmware 3.0 - Telnet Administration Denial of Service,CVE-2001-0564,2001/2/26,2020/3/12,https://www.exploit-db.com/exploits/20654,Dos,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TV
2020/3/15,×,,,,,,,Cisco,管理软件,Cisco IOS 11.x/12.0,Cisco IOS 11.x/12.0 - ILMI SNMP Community String,CVE-2001-0711,2001/2/27,2020/3/12,https://www.exploit-db.com/exploits/20652,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,打印机
2020/4/3,————,X,routersploit/routersploit/modules/exploits/modem/cisco/CVE-2001-0537.pl,,CVE-2001-0537.pl,exp/management/Cisco/CVE-2001-0537.pl,Perl,Cisco,管理软件,Cisco IOS 11.x/12.0,Cisco IOS 11.x/12.x - HTTP Configuration Arbitrary Administrative Access (3),CVE-2001-0537,2001/3/7,2020/3/12,https://www.exploit-db.com/exploits/20977,Remote,"poc运行成功,但可能进入阻塞状态不能继续执行",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,调制解调器
2020/3/15,×,,,,,,,Olicom,路由设备,Olicom XLT-F XL 80 IM V5.5BL2,Olicom XLT-F XL 80 IM V5.5BL2 - Undocumented Community String,CVE-2001-0380,2001/3/25,2020/3/9,https://www.exploit-db.com/exploits/20892,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPN
2020/3/15,×,,,,,,,Cisco,防火墙,Cisco PIX 4.x/5.x TACACS+,Cisco PIX 4.x/5.x TACACS+ - Denial of Service,CVE-2001-0375,2001/4/6,2020/3/9,https://www.exploit-db.com/exploits/20734,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电子邮件设备
2020/3/15,×,,,,,,,Tektronix,打印机,Tektronix Phaser 740/750/850/930,Tektronix Phaser 740/750/850/930 - Network Printer Administration Interface,CVE-2001-0484,2001/4/25,2020/3/9,https://www.exploit-db.com/exploits/20806,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,管理软件
2020/3/15,×,,,,,,,Cisco,交换机,Cisco Catalyst 2900 12.0 ,Cisco Catalyst 2900 12.0 - '5.2'XU SNMP Empty UDP Packet Denial of Service,CVE-2001-0566,2001/5/3,2020/3/9,https://www.exploit-db.com/exploits/20824,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,交换机
2020/3/15,×,,,,,,,Cisco,路由设备,Cisco HSRP ,Cisco HSRP - Denial of Service,CVE-2001-0741,2001/5/3,2020/3/9,https://www.exploit-db.com/exploits/20821,Dos,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/cisco/CVE-2001-0537_1.pl,,CVE-2001-0537(1).pl,exp/routers/Cisco/CVE-2001-0537.pl,Perl,Cisco,路由设备,Cisco IOS 11.x/12.x,Cisco IOS 11.x/12.x - HTTP Configuration Arbitrary Administrative Access (4),CVE-2001-0537,2001/6/27,2020/3/9,https://www.exploit-db.com/exploits/20978,Remote,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/15,×,,,,,,,Cisco,路由设备,Cisco IOS 11.x/12.x,Cisco IOS 11.x/12.x - HTTP Configuration Arbitrary Administrative Access (2),CVE-2001-0537,2001/6/27,2020/3/9,https://www.exploit-db.com/exploits/20976,Remote,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/cisco/CVE-2001-0537_2.pl,,CVE-2001-0537(2).pl,exp/routers/Cisco/CVE-2001-0537(2).pl,Perl,Cisco,路由设备,Cisco IOS 11.x/12.x,Cisco IOS 11.x/12.x - HTTP Configuration Arbitrary Administrative Access (1),CVE-2001-0537,2001/6/27,2020/3/9,https://www.exploit-db.com/exploits/20975,Remote,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,——,V,routersploit/routersploit/modules/exploits/switch/cisco/CVE-2002-1222.pl,,CVE-2002-1222.pl,exp/switch/Cisco/CVE-2002-1222.pl,Perl,Cisco,交换机,Cisco CatOS 5.x/6.1/7.3/7.4,Cisco CatOS 5.x/6.1/7.3/7.4 - CiscoView HTTP Server Buffer Overflow,CVE-2002-1222,2002/10/16,2020/3/16,https://www.exploit-db.com/exploits/21944,Remote,poc运行成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,Cisco,管理软件,Cisco AS5350,Cisco AS5350 - Universal Gateway Portscan Denial of Service,CVE-2002-2379,2002/10/28,2020/3/16,https://www.exploit-db.com/exploits/21971,Dos,可编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,,路由设备,Linksys WAP11 1.3/1.4 / D-Link DI-804 4.68/Dl-704 2.56 b5,Linksys WAP11 1.3/1.4 / D-Link DI-804 4.68/Dl-704 2.56 b5 - Embedded HTTP Server Denial of Service,CVE-2002-1865,2002/11/1,2020/3/16,https://www.exploit-db.com/exploits/21978,Dos,可编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,Linksys,交换机,Linksys BEFSR41 1.4x ,"	Linksys BEFSR41 1.4x - 'Gozila.cgi' Denial of Service",CVE-2002-1236,2002/11/1,2020/3/16,https://www.exploit-db.com/exploits/21975,Dos,可编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,X,routersploit/routersploit/modules/exploits/PhoneAdapter/GlobalSunTech/20021104.c,,20021104.c,exp/routers/GlobalSunTech/20021104.c,c,GlobalSunTech,路由设备,GlobalSunTech Access Point GL2422AP-0T,"	GlobalSunTech Access Point GL2422AP-0T - Information Disclosure",,2002/11/4,2020/3/16,https://www.exploit-db.com/exploits/21983,Remote,"poc运行成功,但执行read方法的时候没有数据会导致阻塞不能继续执行",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,3Com,管理软件,3Com SuperStack 3 NBX 4.0/4.1,3Com SuperStack 3 NBX 4.0/4.1 - FTPD Denial of Service,CVE-2002-2300,2002/12/2,2020/3/16,https://www.exploit-db.com/exploits/22060,Dos,可编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,Linksys,路由设备,Linksys Devices 1.42/1.43,"	Linksys Devices 1.42/1.43 - 'GET' Buffer Overflow (PoC)",,2002/12/3,2020/3/16,https://www.exploit-db.com/exploits/22062,Dos,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/cisco/CVE-2007-2270.pl,,CVE-2007-2270.pl,exp\routers\Cisco\CVE-2007-2270.pl,Perl,Cisco,路由设备,Linksys SPA941,Linksys SPA941 - Remote Reboot (Denial of Service),CVE-2007-2270,2007/4/24,2020/3/17,https://www.exploit-db.com/exploits/3792,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/cisco/CVE-2007-2270_2.pl,,CVE-2007-2270 (2).pl,exp\routers\Cisco\CVE-2007-2270 (2).pl,Perl,Cisco,路由设备,Linksys SPA941,Linksys SPA941 - '\377' Character Remote Denial of Service,CVE-2007-2270,2007/4/24,2020/3/17,https://www.exploit-db.com/exploits/3791,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,D-Link,路由设备,D-Link DSL-G624T,D-Link DSL-G624T - Var:RelaodHref Cross-Site Scripting,,2007/5/3,2020/3/17,https://www.exploit-db.com/exploits/29945,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/23802/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,3Com,路由设备,3Com OfficeConnect Secure Router 1.04-168,3Com OfficeConnect Secure Router 1.04-168 - 'Tk' Cross-Site Scripting,CVE-2006-3974,2007/6/8,2020/3/17,https://www.exploit-db.com/exploits/30164,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/24374/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,Cisco,路由设备,Linksys WAG54GS 1.0.6 ,Linksys WAG54GS 1.0.6 (Wireless-G ADSL Gateway) - 'setup.cgi' Cross-Site Scripting,CVE-2007-3574,2007/6/27,2020/3/17,https://www.exploit-db.com/exploits/30254,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/24682/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,ZYXEL,路由设备,ZYXEL ZyWALL 2 3.62,ZYXEL ZyWALL 2 3.62 - '/Forms/General_1?sysSystemName' Cross-Site Scripting,CVE-2007-4318,2007/8/10,2020/3/17,https://www.exploit-db.com/exploits/30485,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/25262/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/DVR/cisco/CVE-2007-4459.pl,,CVE-2007-4459.pl,exp\Phone\Cisco\CVE-2007-4459.pl,Perl,Cisco,通讯设备,Cisco IP Phone 7940,Cisco IP Phone 7940 - 10 SIP Messages Remote Denial of Service,CVE-2007-4459,2007/8/21,2020/3/17,https://www.exploit-db.com/exploits/4298,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/IOS/cisco/CVE-2007-4459_2.pl,,CVE-2007-4459 (2).pl,exp\Phone\Cisco\CVE-2007-4459 (2).pl,Perl,Cisco,通讯设备,Cisco IP Phone 7940,Cisco IP Phone 7940 - 3 SIP Messages Remote Denial of Service,CVE-2007-4459,2007/8/21,2020/3/17,https://www.exploit-db.com/exploits/4297,Dos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/4/3,————,V,routersploit/routersploit/modules/exploits/IOS/Grandstream/CVE-2007-4498.pl,,CVE-2007-4498.pl,exp\Phone\Grandstream\CVE-2007-4498.pl,Perl,Grandstream,通讯设备,Grandstream GXV-3000,Grandstream GXV-3000 Phone - Remote Denial of Service,CVE-2007-4498,2007/8/22,2020/3/17,https://www.exploit-db.com/exploits/30517,Dos,https://www.securityfocus.com/bid/25399/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/17,×,,,,,,,Cisco,路由设备,Linksys SPA941,Linksys SPA941 - 'SIP From' HTML Injection,CVE-2007-5411,2007/10/9,2020/3/17,https://www.exploit-db.com/exploits/30650,Remote,https://www.securityfocus.com/bid/25987/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,NETGEAR,防火墙,NETGEAR FM114P,NETGEAR FM114P Wireless Firewall - File Disclosure,,2002/12/3,2020/3/17,https://www.exploit-db.com/exploits/22236,Remote,可编写poc,http://<ip-or-hostname>:<port>/upnp/service/%2e%2e%2fnetgear.cfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,Ericsson,调节器,Ericsson HM220dp ,"	Ericsson HM220dp DSL Modem - World Accessible Web Administration Interface",CVE-2003-1442,2003/2/11,2020/3/17,https://www.exploit-db.com/exploits/22244,Remote,可编写poc,"[script]
function exploit(){
window.location = ""view-source:http://www.example.com/dummy.html?reboot=1"";
}
[/script]
[input type=""button"" value=""disconnect"" onClick=""exploit();""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,Cisco,管理软件,Cisco IOS 11/12,Cisco IOS 11/12 - OSPF Neighbor Buffer Overflow,CVE-2003-0100,2003/2/20,2020/3/17,https://www.exploit-db.com/exploits/22271,Remote,poc运行未成功，未修改成功,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,HP,打印机,HP JetDirect Printer,HP JetDirect Printer - SNMP JetAdmin Device Password Disclosure,CVE-2002-104,2003/3/3,2020/3/17,https://www.exploit-db.com/exploits/22319,Remote,可编写poc,C:\>snmputil get example.printer public .1.3.6.1.4.1.11.2.3.9.1.1.13.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,Nokia,管理软件,Nokia SGSN DX200,Nokia SGSN DX200 - Remote SNMP Information Disclosure,,2003/3/13,2020/3/17,https://www.exploit-db.com/exploits/22350,Remote,可编写poc,snmpwalk <IP of SGSN> tellmeyoursecrets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,NETGEAR ,防火墙,NETGEAR ProSafe 1.x ,NETGEAR ProSafe 1.x - VPN Firewall Web Interface Login Denial of Service,,2003/3/21,2020/3/17,https://www.exploit-db.com/exploits/22407,Dos,可编写poc,"Username: 7097097230984720938472839ujsksodpckf0we9okzxck90zxcpzxc

Password: 7097097230984720938472839ujsksodpckf0we9okzxck90zxcpzxc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,Check ,防火墙,Check Point FW-1 Syslog Daemon,"	Check Point FW-1 Syslog Daemon - Unfiltered Escape Sequence",,2003/3/21,2020/3/17,https://www.exploit-db.com/exploits/22394,Remote,可编写poc,"[attacker]# echo -e ""<189>19: 00:01:04:
Test\a\033[2J\033[2;5m\033[1;31mHACKER~
ATTACK\033[2;25m\033[22;30m\033[3q"" | nc -u firewall 514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/18,×,,,,,,,3Com,路由设备,3Com SuperStack II RAS 1500,"	3Com SuperStack II RAS 1500 - Unauthorized Access",,2003/3/24,2020/3/17,https://www.exploit-db.com/exploits/22416,Remote,可编写poc,GET /user_settings.cfg HTTP/1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Nortel,通讯设备,,Nortel UNIStim IP Phone - Remote Ping Denial of Service,CVE-2008-4999,2008/2/26,2020/3/19,https://www.exploit-db.com/exploits/31306,Dos,后续需要编写poc https://www.securityfocus.com/bid/28004/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Cisco,通讯设备,SPA-2102,Linksys SPA-2102 Phone Adapter Packet Handling - Denial of Service,CVE-2008-2092,2008/3/24,2020/3/19,https://www.exploit-db.com/exploits/31478,Dos,后续需要编写poc https://www.securityfocus.com/bid/28414/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Cisco,路由设备,Linksys WRT54G Firmware 1.00.9,Linksys WRT54G Firmware 1.00.9 - Security Bypass (1),CVE-2008-1247,2008/3/26,2020/3/19,https://www.exploit-db.com/exploits/5313,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Barracuda,防火墙,Barracuda Spam Firewall 3.5.11,Barracuda Spam Firewall 3.5.11 - 'ldap_test.cgi' Cross-Site Scripting,CVE-2008-2333,2008/5/22,2020/3/19,https://www.exploit-db.com/exploits/31828,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/29340/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,F5,VPN,F5 FirePass 6.0.2.3,F5 FirePass 6.0.2.3 - '/vdesk/admincon/index.php?sql_matchscope' Cross-Site Scripting,CVE-2008-2637,2008/6/5,2020/3/19,https://www.exploit-db.com/exploits/31886,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/29574/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,F5,VPN,F5 FirePass 6.0.2.3,F5 FirePass 6.0.2.3 - '/vdesk/admincon/webyfiers.php?css_exceptions' Cross-Site Scripting,CVE-2008-2637,2008/6/5,2020/3/19,https://www.exploit-db.com/exploits/31885,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/29574/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Cisco,路由设备,Linksys WRH54G 1.1.3 Wireless-G Router,Linksys WRH54G 1.1.3 Wireless-G Router - HTTP Request Denial of Service,,2008/6/5,2020/3/19,https://www.exploit-db.com/exploits/31884,Dos,后续需要编写poc https://www.securityfocus.com/bid/29570/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,————,,,,CVE-2007-2586.c,exp\IOS\Cisco\CVE-2007-2586.c,c,Cisco,IOS,Cisco IOS 12.3,Cisco IOS 12.3(18) (FTP Server) - Remote (Attached to GDB),CVE-2007-2586,2008/7/29,2020/3/19,https://www.exploit-db.com/exploits/6155,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Belkin,路由设备,Belkin Wireless G Router / ADSL2 Modem,Belkin Wireless G Router / ADSL2 Modem - Authentication Bypass,"CVE-2008-1242
CVE-2008-1244
CVE-2008-1245
CVE-2008-7115",2008/8/25,2020/3/19,https://www.exploit-db.com/exploits/6305,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/29,————,V,routersploit/routersploit/modules/exploits/routers/microtik/CVE-2008-6976.c,,CVE-2008-6976.c,exp\routers\MicroTik\CVE-2008-6976.c,c,MicroTik,路由设备,MikroTik RouterOS 3.13,MikroTik RouterOS 3.13 - SNMP write (Set request),CVE-2008-6976,2008/9/5,2020/3/19,https://www.exploit-db.com/exploits/6366,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Nortel,通讯设备,,Nortel UNIStim IP Phone - Remote Ping Denial of Service,CVE-2008-4999,2008/2/26,2020/3/19,https://www.exploit-db.com/exploits/31306,Dos,后续需要编写poc https://www.securityfocus.com/bid/28004/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Cisco,通讯设备,SPA-2102,Linksys SPA-2102 Phone Adapter Packet Handling - Denial of Service,CVE-2008-2092,2008/3/24,2020/3/19,https://www.exploit-db.com/exploits/31478,Dos,后续需要编写poc https://www.securityfocus.com/bid/28414/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Cisco,路由设备,Linksys WRT54G Firmware 1.00.9,Linksys WRT54G Firmware 1.00.9 - Security Bypass (1),CVE-2008-1247,2008/3/26,2020/3/19,https://www.exploit-db.com/exploits/5313,Remote,后续需要编写poc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Barracuda,防火墙,Barracuda Spam Firewall 3.5.11,Barracuda Spam Firewall 3.5.11 - 'ldap_test.cgi' Cross-Site Scripting,CVE-2008-2333,2008/5/22,2020/3/19,https://www.exploit-db.com/exploits/31828,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/29340/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,F5,VPN,F5 FirePass 6.0.2.3,F5 FirePass 6.0.2.3 - '/vdesk/admincon/index.php?sql_matchscope' Cross-Site Scripting,CVE-2008-2637,2008/6/5,2020/3/19,https://www.exploit-db.com/exploits/31886,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/29574/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,F5,VPN,F5 FirePass 6.0.2.3,F5 FirePass 6.0.2.3 - '/vdesk/admincon/webyfiers.php?css_exceptions' Cross-Site Scripting,CVE-2008-2637,2008/6/5,2020/3/19,https://www.exploit-db.com/exploits/31885,Remote,XSS无法编写POC  https://www.securityfocus.com/bid/29574/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Cisco,路由设备,Linksys WRH54G 1.1.3 Wireless-G Router,Linksys WRH54G 1.1.3 Wireless-G Router - HTTP Request Denial of Service,,2008/6/5,2020/3/19,https://www.exploit-db.com/exploits/31884,Dos,后续需要编写poc https://www.securityfocus.com/bid/29570/info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,————,,,,CVE-2007-2586.c,exp\IOS\Cisco\CVE-2007-2586.c,c,Cisco,IOS,Cisco IOS 12.3,Cisco IOS 12.3(18) (FTP Server) - Remote (Attached to GDB),CVE-2007-2586,2008/7/29,2020/3/19,https://www.exploit-db.com/exploits/6155,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,×,,,,,,,Belkin,路由设备,Belkin Wireless G Router / ADSL2 Modem,Belkin Wireless G Router / ADSL2 Modem - Authentication Bypass,"CVE-2008-1242
CVE-2008-1244
CVE-2008-1245
CVE-2008-7115",2008/8/25,2020/3/19,https://www.exploit-db.com/exploits/6305,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/3/19,————,,,,CVE-2008-6976.c,exp\routers\MicroTik\CVE-2008-6976.c,c,MicroTik,路由设备,MikroTik RouterOS 3.13,MikroTik RouterOS 3.13 - SNMP write (Set request),CVE-2008-6976,2008/9/5,2020/3/19,https://www.exploit-db.com/exploits/6366,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
